Date,Day,CodedDay,Zone,Weather,Temperature,Traffic,year,month,day,is_weekend
2017-06-16,Thursday,4,84,25,10,Busy,2017,6,16,0
2017-07-20,Wednesday,3,17,23,29,Busy,2017,7,20,0
2017-05-22,Sunday,7,66,18,11,Busy,2017,5,22,1
2017-02-20,Sunday,7,81,17,15,Busy,2017,2,20,1
2017-06-15,Wednesday,3,31,7,17,Busy,2017,6,15,0
2017-12-26,Monday,1,23,23,31,Busy,2017,12,26,0
2017-08-29,Monday,1,15,37,15,Busy,2017,8,29,0
2017-07-30,Saturday,6,108,18,42,Busy,2017,7,30,1
2017-03-10,Thursday,4,79,8,13,Busy,2017,3,10,0
2017-10-31,Monday,1,39,44,8,Busy,2017,10,31,0
2017-09-24,Saturday,6,16,10,18,Busy,2017,9,24,1
2017-02-24,Thursday,4,33,29,32,Busy,2017,2,24,0
2017-05-24,Tuesday,2,89,8,28,Busy,2017,5,24,0
2017-01-29,Sunday,7,22,41,45,Busy,2017,1,29,1
2017-10-04,Tuesday,2,16,28,18,Busy,2017,10,4,0
2017-03-26,Saturday,6,88,21,18,Busy,2017,3,26,1
2017-05-13,Friday,5,105,12,38,Busy,2017,5,13,0
2017-10-26,Wednesday,3,94,40,43,Busy,2017,10,26,0
2017-11-27,Sunday,7,19,14,6,Busy,2017,11,27,1
2017-08-12,Friday,5,86,26,28,Busy,2017,8,12,0
2017-01-08,Sunday,7,77,8,40,Busy,2017,1,8,1
2017-05-28,Saturday,6,42,28,20,Busy,2017,5,28,1
2017-05-18,Wednesday,3,93,12,42,Busy,2017,5,18,0
2017-10-24,Monday,1,24,19,45,Busy,2017,10,24,0
2017-12-10,Saturday,6,106,30,30,Busy,2017,12,10,1
2017-07-17,Sunday,7,35,0,18,Busy,2017,7,17,1
2017-11-10,Thursday,4,41,19,12,Busy,2017,11,10,0
2017-09-27,Tuesday,2,86,24,11,Busy,2017,9,27,0
2017-05-30,Monday,1,78,18,17,Busy,2017,5,30,0
2017-09-27,Tuesday,2,40,28,20,Busy,2017,9,27,0
2017-12-14,Wednesday,3,114,0,18,Busy,2017,12,14,0
2017-08-02,Tuesday,2,99,40,32,Busy,2017,8,2,0
2017-01-22,Sunday,7,79,19,10,Busy,2017,1,22,1
2017-03-05,Saturday,6,114,24,10,Busy,2017,3,5,1
2017-12-17,Saturday,6,41,2,32,Busy,2017,12,17,1
2017-02-12,Saturday,6,83,25,32,Busy,2017,2,12,1
2017-09-24,Saturday,6,39,22,19,Busy,2017,9,24,1
2017-03-17,Thursday,4,26,27,42,Busy,2017,3,17,0
2017-09-19,Monday,1,16,21,15,Busy,2017,9,19,0
2017-07-09,Saturday,6,87,19,7,Busy,2017,7,9,1
2017-09-06,Tuesday,2,73,29,22,Busy,2017,9,6,0
2017-05-22,Sunday,7,61,25,28,Busy,2017,5,22,1
2017-02-10,Thursday,4,67,0,38,Busy,2017,2,10,0
2017-08-07,Sunday,7,110,28,27,Busy,2017,8,7,1
2017-05-13,Friday,5,43,38,34,Busy,2017,5,13,0
2017-10-08,Saturday,6,33,16,18,Busy,2017,10,8,1
2017-04-01,Friday,5,37,20,16,Busy,2017,4,1,0
2017-07-01,Friday,5,103,13,16,Busy,2017,7,1,0
2017-10-02,Sunday,7,96,30,26,Busy,2017,10,2,1
2017-08-23,Tuesday,2,97,22,33,Busy,2017,8,23,0
2017-10-08,Saturday,6,126,7,7,Busy,2017,10,8,1
2017-05-31,Tuesday,2,101,38,33,Busy,2017,5,31,0
2017-11-05,Saturday,6,94,31,29,Busy,2017,11,5,1
2017-11-23,Wednesday,3,74,5,31,Busy,2017,11,23,0
2017-04-19,Tuesday,2,99,13,32,Busy,2017,4,19,0
2017-11-19,Saturday,6,42,7,44,Busy,2017,11,19,1
2017-01-23,Monday,1,45,17,9,Busy,2017,1,23,0
2017-08-09,Tuesday,2,20,15,13,Busy,2017,8,9,0
2017-01-10,Tuesday,2,33,1,45,Busy,2017,1,10,0
2017-01-15,Sunday,7,98,32,21,Busy,2017,1,15,1
2017-01-08,Sunday,7,90,47,44,Busy,2017,1,8,1
2017-09-21,Wednesday,3,123,29,41,Busy,2017,9,21,0
2017-12-29,Thursday,4,110,47,35,Busy,2017,12,29,0
2017-02-23,Wednesday,3,84,19,38,Busy,2017,2,23,0
2017-08-01,Monday,1,15,4,24,Busy,2017,8,1,0
2017-03-10,Thursday,4,57,41,12,Busy,2017,3,10,0
2017-07-26,Tuesday,2,90,45,12,Busy,2017,7,26,0
2017-01-27,Friday,5,43,20,15,Busy,2017,1,27,0
2017-11-10,Thursday,4,129,36,45,Busy,2017,11,10,0
2017-12-17,Saturday,6,59,29,42,Busy,2017,12,17,1
2017-04-18,Monday,1,59,30,33,Busy,2017,4,18,0
2017-03-03,Thursday,4,75,23,42,Busy,2017,3,3,0
2017-08-28,Sunday,7,108,32,32,Busy,2017,8,28,1
2017-02-05,Saturday,6,83,4,37,Busy,2017,2,5,1
2017-01-17,Tuesday,2,78,10,32,Busy,2017,1,17,0
2017-03-10,Thursday,4,33,45,16,Busy,2017,3,10,0
2017-04-25,Monday,1,24,38,12,Busy,2017,4,25,0
2017-12-25,Sunday,7,22,0,7,Busy,2017,12,25,1
2017-09-30,Friday,5,111,45,9,Busy,2017,9,30,0
2017-01-01,Sunday,7,72,35,34,Busy,2017,1,1,1
2017-10-07,Friday,5,50,35,31,Busy,2017,10,7,0
2017-08-25,Thursday,4,115,41,14,Busy,2017,8,25,0
2017-04-28,Thursday,4,97,25,11,Busy,2017,4,28,0
2017-05-26,Thursday,4,49,12,28,Busy,2017,5,26,0
2017-06-28,Tuesday,2,23,36,31,Busy,2017,6,28,0
2017-08-25,Thursday,4,31,33,35,Busy,2017,8,25,0
2017-02-14,Monday,1,79,25,28,Busy,2017,2,14,0
2017-01-26,Thursday,4,84,23,44,Busy,2017,1,26,0
2017-11-30,Wednesday,3,79,30,22,Busy,2017,11,30,0
2017-11-07,Monday,1,98,37,20,Busy,2017,11,7,0
2017-08-31,Wednesday,3,124,36,28,Busy,2017,8,31,0
2017-12-04,Sunday,7,16,8,22,Busy,2017,12,4,1
2017-07-24,Sunday,7,100,0,15,Busy,2017,7,24,1
2017-03-15,Tuesday,2,121,33,42,Busy,2017,3,15,0
2017-02-15,Tuesday,2,113,45,21,Busy,2017,2,15,0
2017-10-05,Wednesday,3,107,22,41,Busy,2017,10,5,0
2017-07-02,Saturday,6,16,17,27,Busy,2017,7,2,1
2017-11-01,Tuesday,2,126,15,40,Busy,2017,11,1,0
2017-12-18,Sunday,7,16,4,21,Busy,2017,12,18,1
2017-09-30,Friday,5,29,14,27,Busy,2017,9,30,0
2017-04-12,Tuesday,2,32,16,9,Busy,2017,4,12,0
2017-03-23,Wednesday,3,75,30,28,Busy,2017,3,23,0
2017-03-10,Thursday,4,112,6,17,Busy,2017,3,10,0
2017-11-16,Wednesday,3,42,6,41,Busy,2017,11,16,0
2017-09-30,Friday,5,61,2,6,Busy,2017,9,30,0
2017-06-19,Sunday,7,20,0,25,Busy,2017,6,19,1
2017-07-21,Thursday,4,71,27,10,Busy,2017,7,21,0
2017-01-24,Tuesday,2,36,14,13,Busy,2017,1,24,0
2017-10-04,Tuesday,2,38,8,24,Busy,2017,10,4,0
2017-01-27,Friday,5,48,14,8,Busy,2017,1,27,0
2017-09-05,Monday,1,21,22,28,Busy,2017,9,5,0
2017-05-21,Saturday,6,22,25,44,Busy,2017,5,21,1
2017-06-29,Wednesday,3,43,35,13,Busy,2017,6,29,0
2017-10-12,Wednesday,3,88,34,43,Busy,2017,10,12,0
2017-09-18,Sunday,7,85,24,16,Busy,2017,9,18,1
2017-06-22,Wednesday,3,67,5,15,Busy,2017,6,22,0
2017-10-10,Monday,1,30,34,26,Busy,2017,10,10,0
2017-06-21,Tuesday,2,46,15,34,Busy,2017,6,21,0
2017-04-24,Sunday,7,20,34,14,Busy,2017,4,24,1
2017-09-16,Friday,5,104,35,17,Busy,2017,9,16,0
2017-09-22,Thursday,4,42,31,8,Busy,2017,9,22,0
2017-04-29,Friday,5,108,26,6,Busy,2017,4,29,0
2017-07-21,Thursday,4,130,33,13,Busy,2017,7,21,0
2017-02-22,Tuesday,2,99,47,12,Busy,2017,2,22,0
2017-04-29,Friday,5,61,20,16,Busy,2017,4,29,0
2017-03-26,Saturday,6,58,21,10,Busy,2017,3,26,1
2017-09-21,Wednesday,3,62,23,20,Busy,2017,9,21,0
2017-12-08,Thursday,4,73,21,8,Busy,2017,12,8,0
2017-12-19,Monday,1,122,1,40,Busy,2017,12,19,0
2017-05-19,Thursday,4,96,35,27,Busy,2017,5,19,0
2017-09-12,Monday,1,33,46,44,Busy,2017,9,12,0
2017-09-08,Thursday,4,45,39,26,Busy,2017,9,8,0
2017-08-26,Friday,5,129,47,40,Busy,2017,8,26,0
2017-02-08,Tuesday,2,30,4,8,Busy,2017,2,8,0
2017-04-30,Saturday,6,84,37,9,Busy,2017,4,30,1
2017-01-11,Wednesday,3,74,18,24,Busy,2017,1,11,0
2017-05-29,Sunday,7,27,44,42,Busy,2017,5,29,1
2017-07-13,Wednesday,3,32,3,8,Busy,2017,7,13,0
2017-10-31,Monday,1,47,14,44,Busy,2017,10,31,0
2017-12-27,Tuesday,2,77,24,38,Busy,2017,12,27,0
2017-05-04,Wednesday,3,17,2,9,Busy,2017,5,4,0
2017-12-20,Tuesday,2,60,11,27,Busy,2017,12,20,0
2017-10-23,Sunday,7,39,45,34,Busy,2017,10,23,1
2017-12-04,Sunday,7,104,12,35,Busy,2017,12,4,1
2017-04-21,Thursday,4,53,9,42,Busy,2017,4,21,0
2017-03-15,Tuesday,2,22,36,32,Busy,2017,3,15,0
2017-03-31,Thursday,4,92,26,7,Busy,2017,3,31,0
2017-12-09,Friday,5,87,38,30,Busy,2017,12,9,0
2017-09-30,Friday,5,52,9,43,Busy,2017,9,30,0
2017-11-19,Saturday,6,52,30,30,Busy,2017,11,19,1
2017-06-04,Saturday,6,85,22,23,Busy,2017,6,4,1
2017-12-28,Wednesday,3,120,7,36,Busy,2017,12,28,0
2017-05-02,Monday,1,110,33,40,Busy,2017,5,2,0
2017-01-09,Monday,1,41,0,7,Busy,2017,1,9,0
2017-09-23,Friday,5,70,28,10,Busy,2017,9,23,0
2017-02-26,Saturday,6,53,22,7,Busy,2017,2,26,1
2017-08-24,Wednesday,3,41,43,6,Busy,2017,8,24,0
2017-11-02,Wednesday,3,29,17,8,Busy,2017,11,2,0
2017-05-04,Wednesday,3,80,10,10,Busy,2017,5,4,0
2017-05-16,Monday,1,27,4,36,Busy,2017,5,16,0
2017-05-28,Saturday,6,59,19,18,Busy,2017,5,28,1
2017-07-07,Thursday,4,47,6,24,Busy,2017,7,7,0
2017-11-12,Saturday,6,97,44,28,Busy,2017,11,12,1
2017-11-09,Wednesday,3,116,19,18,Busy,2017,11,9,0
2017-09-24,Saturday,6,56,23,36,Busy,2017,9,24,1
2017-05-09,Monday,1,48,14,24,Busy,2017,5,9,0
2017-10-12,Wednesday,3,45,11,44,Busy,2017,10,12,0
2017-10-25,Tuesday,2,38,7,45,Busy,2017,10,25,0
2017-11-28,Monday,1,89,33,15,Busy,2017,11,28,0
2017-09-16,Friday,5,30,19,44,Busy,2017,9,16,0
2017-07-07,Thursday,4,59,12,44,Busy,2017,7,7,0
2017-12-09,Friday,5,86,26,32,Busy,2017,12,9,0
2017-01-15,Sunday,7,29,8,38,Busy,2017,1,15,1
2017-03-06,Sunday,7,86,6,35,Busy,2017,3,6,1
2017-04-25,Monday,1,97,44,19,Busy,2017,4,25,0
2017-08-25,Thursday,4,39,30,42,Busy,2017,8,25,0
2017-05-19,Thursday,4,128,12,9,Busy,2017,5,19,0
2017-03-01,Tuesday,2,36,27,14,Busy,2017,3,1,0
2017-05-19,Thursday,4,76,26,43,Busy,2017,5,19,0
2017-06-07,Tuesday,2,71,47,6,Busy,2017,6,7,0
2017-04-27,Wednesday,3,65,38,41,Busy,2017,4,27,0
2017-01-14,Saturday,6,44,35,10,Busy,2017,1,14,1
2017-04-30,Saturday,6,116,5,39,Busy,2017,4,30,1
2017-11-26,Saturday,6,36,47,9,Busy,2017,11,26,1
2017-04-21,Thursday,4,30,6,9,Busy,2017,4,21,0
2017-07-18,Monday,1,84,8,20,Busy,2017,7,18,0
2017-11-28,Monday,1,60,13,41,Busy,2017,11,28,0
2017-02-18,Friday,5,85,5,8,Busy,2017,2,18,0
2017-04-16,Saturday,6,124,27,31,Busy,2017,4,16,1
2017-04-08,Friday,5,35,33,29,Busy,2017,4,8,0
2017-10-20,Thursday,4,30,35,30,Busy,2017,10,20,0
2017-05-27,Friday,5,55,16,6,Busy,2017,5,27,0
2017-07-18,Monday,1,128,40,29,Busy,2017,7,18,0
2017-12-30,Friday,5,15,37,7,Busy,2017,12,30,0
2017-12-25,Sunday,7,117,29,12,Busy,2017,12,25,1
2017-05-13,Friday,5,26,30,10,Busy,2017,5,13,0
2017-09-11,Sunday,7,57,20,31,Busy,2017,9,11,1
2017-05-17,Tuesday,2,69,28,20,Busy,2017,5,17,0
2017-01-09,Monday,1,87,17,22,Busy,2017,1,9,0
2017-06-09,Thursday,4,18,9,10,Busy,2017,6,9,0
2017-03-04,Friday,5,57,7,7,Busy,2017,3,4,0
2017-11-18,Friday,5,101,12,45,Busy,2017,11,18,0
2017-03-18,Friday,5,91,38,34,Busy,2017,3,18,0
2017-06-06,Monday,1,48,29,22,Busy,2017,6,6,0
2017-09-19,Monday,1,103,18,17,Busy,2017,9,19,0
2017-09-16,Friday,5,51,26,33,Busy,2017,9,16,0
2017-03-07,Monday,1,31,5,30,Busy,2017,3,7,0
2017-01-21,Saturday,6,60,28,11,Busy,2017,1,21,1
2017-05-28,Saturday,6,17,33,24,Busy,2017,5,28,1
2017-08-21,Sunday,7,87,19,6,Busy,2017,8,21,1
2017-11-10,Thursday,4,61,32,9,Busy,2017,11,10,0
2017-09-16,Friday,5,27,7,30,Busy,2017,9,16,0
2017-02-27,Sunday,7,113,46,16,Busy,2017,2,27,1
2017-05-11,Wednesday,3,16,39,38,Busy,2017,5,11,0
2017-11-09,Wednesday,3,94,33,31,Busy,2017,11,9,0
2017-03-09,Wednesday,3,127,15,11,Busy,2017,3,9,0
2017-11-29,Tuesday,2,30,4,27,Busy,2017,11,29,0
2017-10-26,Wednesday,3,48,30,43,Busy,2017,10,26,0
2017-10-19,Wednesday,3,57,18,28,Busy,2017,10,19,0
2017-09-05,Monday,1,27,18,24,Busy,2017,9,5,0
2017-04-14,Thursday,4,50,47,34,Busy,2017,4,14,0
2017-04-15,Friday,5,100,45,36,Busy,2017,4,15,0
2017-08-13,Saturday,6,113,37,41,Busy,2017,8,13,1
2017-04-02,Saturday,6,61,38,8,Busy,2017,4,2,1
2017-02-18,Friday,5,63,42,8,Busy,2017,2,18,0
2017-03-29,Tuesday,2,69,13,33,Busy,2017,3,29,0
2017-02-20,Sunday,7,87,32,37,Busy,2017,2,20,1
2017-03-17,Thursday,4,50,45,18,Busy,2017,3,17,0
2017-11-20,Sunday,7,119,15,36,Busy,2017,11,20,1
2017-02-11,Friday,5,116,36,33,Busy,2017,2,11,0
2017-04-29,Friday,5,120,42,37,Busy,2017,4,29,0
2017-09-13,Tuesday,2,125,26,36,Busy,2017,9,13,0
2017-11-13,Sunday,7,50,15,25,Busy,2017,11,13,1
2017-11-10,Thursday,4,51,2,22,Busy,2017,11,10,0
2017-06-27,Monday,1,108,1,27,Busy,2017,6,27,0
2017-05-26,Thursday,4,102,35,28,Busy,2017,5,26,0
2017-08-23,Tuesday,2,72,23,21,Busy,2017,8,23,0
2017-08-31,Wednesday,3,35,25,37,Busy,2017,8,31,0
2017-10-05,Wednesday,3,112,9,38,Busy,2017,10,5,0
2017-09-13,Tuesday,2,59,31,35,Busy,2017,9,13,0
2017-11-12,Saturday,6,54,0,6,Busy,2017,11,12,1
2017-05-04,Wednesday,3,89,14,26,Busy,2017,5,4,0
2017-06-11,Saturday,6,88,34,22,Busy,2017,6,11,1
2017-03-17,Thursday,4,119,19,16,Busy,2017,3,17,0
2017-09-13,Tuesday,2,16,16,43,Busy,2017,9,13,0
2017-03-17,Thursday,4,89,20,14,Busy,2017,3,17,0
2017-06-20,Monday,1,72,41,10,Busy,2017,6,20,0
2017-06-06,Monday,1,43,47,22,Busy,2017,6,6,0
2017-05-26,Thursday,4,21,24,33,Busy,2017,5,26,0
2017-12-12,Monday,1,22,23,7,Busy,2017,12,12,0
2017-05-21,Saturday,6,45,16,23,Busy,2017,5,21,1
2017-09-30,Friday,5,88,11,39,Busy,2017,9,30,0
2017-04-09,Saturday,6,48,29,38,Busy,2017,4,9,1
2017-02-01,Tuesday,2,51,47,26,Busy,2017,2,1,0
2017-01-26,Thursday,4,129,11,16,Busy,2017,1,26,0
2017-10-02,Sunday,7,91,40,42,Busy,2017,10,2,1
2017-03-11,Friday,5,75,35,36,Busy,2017,3,11,0
2017-04-05,Tuesday,2,24,5,16,Busy,2017,4,5,0
2017-02-08,Tuesday,2,75,9,39,Busy,2017,2,8,0
2017-02-19,Saturday,6,36,9,35,Busy,2017,2,19,1
2017-11-13,Sunday,7,53,21,27,Busy,2017,11,13,1
2017-06-24,Friday,5,58,23,26,Busy,2017,6,24,0
2017-07-31,Sunday,7,78,34,7,Busy,2017,7,31,1
2017-11-23,Wednesday,3,41,8,16,Busy,2017,11,23,0
2017-07-14,Thursday,4,44,14,42,Busy,2017,7,14,0
2017-10-26,Wednesday,3,37,7,32,Busy,2017,10,26,0
2017-10-01,Saturday,6,105,15,9,Busy,2017,10,1,1
2017-01-18,Wednesday,3,58,36,28,Busy,2017,1,18,0
2017-08-21,Sunday,7,100,33,36,Busy,2017,8,21,1
2017-11-05,Saturday,6,55,33,10,Busy,2017,11,5,1
2017-07-07,Thursday,4,124,2,31,Busy,2017,7,7,0
2017-12-27,Tuesday,2,51,38,11,Busy,2017,12,27,0
2017-02-25,Friday,5,114,27,32,Busy,2017,2,25,0
2017-12-08,Thursday,4,35,7,38,Busy,2017,12,8,0
2017-03-02,Wednesday,3,84,22,18,Busy,2017,3,2,0
2017-02-01,Tuesday,2,96,34,8,Busy,2017,2,1,0
2017-01-07,Saturday,6,21,38,9,Busy,2017,1,7,1
2017-09-26,Monday,1,64,14,30,Busy,2017,9,26,0
2017-03-05,Saturday,6,90,41,7,Busy,2017,3,5,1
2017-10-24,Monday,1,58,7,37,Busy,2017,10,24,0
2017-12-08,Thursday,4,101,22,15,Busy,2017,12,8,0
2017-08-16,Tuesday,2,66,37,22,Busy,2017,8,16,0
2017-07-31,Sunday,7,124,18,23,Busy,2017,7,31,1
2017-05-20,Friday,5,116,11,21,Busy,2017,5,20,0
2017-12-16,Friday,5,122,4,23,Busy,2017,12,16,0
2017-12-26,Monday,1,27,36,22,Busy,2017,12,26,0
2017-02-26,Saturday,6,28,26,22,Busy,2017,2,26,1
2017-05-18,Wednesday,3,119,31,22,Busy,2017,5,18,0
2017-09-13,Tuesday,2,60,35,28,Busy,2017,9,13,0
2017-05-14,Saturday,6,44,46,43,Busy,2017,5,14,1
2017-12-04,Sunday,7,45,17,7,Busy,2017,12,4,1
2017-04-09,Saturday,6,117,19,40,Busy,2017,4,9,1
2017-09-11,Sunday,7,35,41,19,Busy,2017,9,11,1
2017-07-26,Tuesday,2,18,34,8,Busy,2017,7,26,0
2017-10-07,Friday,5,110,8,12,Busy,2017,10,7,0
2017-10-12,Wednesday,3,46,15,22,Busy,2017,10,12,0
2017-11-12,Saturday,6,34,47,8,Busy,2017,11,12,1
2017-04-08,Friday,5,30,28,32,Busy,2017,4,8,0
2017-12-17,Saturday,6,103,30,28,Busy,2017,12,17,1
2017-02-25,Friday,5,95,17,11,Busy,2017,2,25,0
2017-04-14,Thursday,4,75,27,35,Busy,2017,4,14,0
2017-10-09,Sunday,7,20,23,28,Busy,2017,10,9,1
2017-08-24,Wednesday,3,84,24,40,Busy,2017,8,24,0
2017-10-05,Wednesday,3,57,2,44,Busy,2017,10,5,0
2017-05-19,Thursday,4,80,7,24,Busy,2017,5,19,0
2017-08-01,Monday,1,106,46,22,Busy,2017,8,1,0
2017-04-09,Saturday,6,64,45,10,Busy,2017,4,9,1
2017-05-22,Sunday,7,69,27,41,Busy,2017,5,22,1
2017-08-28,Sunday,7,49,28,16,Busy,2017,8,28,1
2017-03-06,Sunday,7,114,11,27,Busy,2017,3,6,1
2017-07-28,Thursday,4,56,16,39,Busy,2017,7,28,0
2017-10-15,Saturday,6,89,2,17,Busy,2017,10,15,1
2017-04-16,Saturday,6,101,38,25,Busy,2017,4,16,1
2017-09-20,Tuesday,2,59,39,31,Busy,2017,9,20,0
2017-02-14,Monday,1,68,47,41,Busy,2017,2,14,0
2017-03-24,Thursday,4,108,23,40,Busy,2017,3,24,0
2017-02-27,Sunday,7,30,40,9,Busy,2017,2,27,1
2017-04-22,Friday,5,108,12,24,Busy,2017,4,22,0
2017-10-02,Sunday,7,71,8,7,Busy,2017,10,2,1
2017-02-05,Saturday,6,90,39,22,Busy,2017,2,5,1
2017-01-13,Friday,5,21,15,16,Busy,2017,1,13,0
2017-07-20,Wednesday,3,95,30,43,Busy,2017,7,20,0
2017-05-23,Monday,1,80,35,13,Busy,2017,5,23,0
2017-05-20,Friday,5,82,27,6,Busy,2017,5,20,0
2017-07-05,Tuesday,2,69,38,42,Busy,2017,7,5,0
2017-02-28,Monday,1,59,41,15,Busy,2017,2,28,0
2017-10-16,Sunday,7,70,25,30,Busy,2017,10,16,1
2017-03-30,Wednesday,3,121,18,18,Busy,2017,3,30,0
2017-12-20,Tuesday,2,41,24,22,Busy,2017,12,20,0
2017-01-23,Monday,1,115,17,44,Busy,2017,1,23,0
2017-02-09,Wednesday,3,44,4,11,Busy,2017,2,9,0
2017-09-22,Thursday,4,34,42,21,Busy,2017,9,22,0
2017-05-16,Monday,1,90,31,28,Busy,2017,5,16,0
2017-03-31,Thursday,4,130,35,44,Busy,2017,3,31,0
2017-08-05,Friday,5,92,21,10,Busy,2017,8,5,0
2017-09-15,Thursday,4,107,17,39,Busy,2017,9,15,0
2017-08-29,Monday,1,104,17,44,Busy,2017,8,29,0
2017-01-20,Friday,5,55,3,27,Busy,2017,1,20,0
2017-02-21,Monday,1,100,10,38,Busy,2017,2,21,0
2017-07-24,Sunday,7,113,47,33,Busy,2017,7,24,1
2017-07-21,Thursday,4,15,38,9,Busy,2017,7,21,0
2017-05-11,Wednesday,3,90,38,32,Busy,2017,5,11,0
2017-12-15,Thursday,4,24,42,16,Busy,2017,12,15,0
2017-08-25,Thursday,4,97,3,25,Busy,2017,8,25,0
2017-05-30,Monday,1,15,7,23,Heavy,2017,5,30,0
2017-12-15,Thursday,4,94,0,36,Heavy,2017,12,15,0
2017-05-09,Monday,1,50,7,41,Heavy,2017,5,9,0
2017-10-17,Monday,1,67,9,7,Heavy,2017,10,17,0
2017-11-14,Monday,1,90,20,13,Heavy,2017,11,14,0
2017-06-27,Monday,1,56,7,28,Heavy,2017,6,27,0
2017-11-13,Sunday,7,104,21,15,Heavy,2017,11,13,1
2017-11-12,Saturday,6,114,41,26,Heavy,2017,11,12,1
2017-04-16,Saturday,6,84,35,28,Heavy,2017,4,16,1
2017-02-02,Wednesday,3,66,25,17,Heavy,2017,2,2,0
2017-12-09,Friday,5,79,25,11,Heavy,2017,12,9,0
2017-12-13,Tuesday,2,68,6,6,Heavy,2017,12,13,0
2017-03-08,Tuesday,2,64,29,7,Heavy,2017,3,8,0
2017-08-15,Monday,1,110,9,9,Heavy,2017,8,15,0
2017-02-14,Monday,1,124,1,9,Heavy,2017,2,14,0
2017-08-19,Friday,5,109,25,25,Heavy,2017,8,19,0
2017-12-09,Friday,5,71,30,43,Heavy,2017,12,9,0
2017-11-07,Monday,1,115,14,27,Heavy,2017,11,7,0
2017-10-27,Thursday,4,53,21,14,Heavy,2017,10,27,0
2017-04-29,Friday,5,87,26,24,Heavy,2017,4,29,0
2017-05-14,Saturday,6,98,26,44,Heavy,2017,5,14,1
2017-06-21,Tuesday,2,74,35,27,Heavy,2017,6,21,0
2017-08-19,Friday,5,87,11,16,Heavy,2017,8,19,0
2017-10-17,Monday,1,59,35,41,Heavy,2017,10,17,0
2017-09-12,Monday,1,37,25,11,Heavy,2017,9,12,0
2017-01-28,Saturday,6,71,25,30,Heavy,2017,1,28,1
2017-08-26,Friday,5,88,16,36,Heavy,2017,8,26,0
2017-12-06,Tuesday,2,37,17,10,Heavy,2017,12,6,0
2017-05-15,Sunday,7,85,34,35,Heavy,2017,5,15,1
2017-09-05,Monday,1,51,24,37,Heavy,2017,9,5,0
2017-09-22,Thursday,4,129,44,32,Heavy,2017,9,22,0
2017-12-14,Wednesday,3,53,8,19,Heavy,2017,12,14,0
2017-05-02,Monday,1,69,17,14,Heavy,2017,5,2,0
2017-09-02,Friday,5,36,6,45,Heavy,2017,9,2,0
2017-10-07,Friday,5,69,27,27,Heavy,2017,10,7,0
2017-09-12,Monday,1,126,47,13,Heavy,2017,9,12,0
2017-07-27,Wednesday,3,36,29,42,Heavy,2017,7,27,0
2017-01-25,Wednesday,3,87,15,43,Heavy,2017,1,25,0
2017-06-06,Monday,1,39,29,30,Heavy,2017,6,6,0
2017-11-09,Wednesday,3,85,2,23,Heavy,2017,11,9,0
2017-08-27,Saturday,6,69,26,39,Heavy,2017,8,27,1
2017-01-12,Thursday,4,27,2,7,Heavy,2017,1,12,0
2017-12-21,Wednesday,3,66,4,39,Heavy,2017,12,21,0
2017-01-15,Sunday,7,110,7,30,Heavy,2017,1,15,1
2017-05-11,Wednesday,3,70,37,42,Heavy,2017,5,11,0
2017-12-05,Monday,1,92,20,15,Heavy,2017,12,5,0
2017-12-30,Friday,5,61,26,7,Heavy,2017,12,30,0
2017-05-25,Wednesday,3,62,44,38,Heavy,2017,5,25,0
2017-07-28,Thursday,4,104,26,10,Heavy,2017,7,28,0
2017-04-07,Thursday,4,129,34,9,Heavy,2017,4,7,0
2017-03-24,Thursday,4,63,45,16,Heavy,2017,3,24,0
2017-06-12,Sunday,7,42,7,11,Heavy,2017,6,12,1
2017-10-16,Sunday,7,116,14,25,Heavy,2017,10,16,1
2017-05-07,Saturday,6,52,19,7,Heavy,2017,5,7,1
2017-07-11,Monday,1,34,35,35,Heavy,2017,7,11,0
2017-12-21,Wednesday,3,78,25,41,Heavy,2017,12,21,0
2017-03-25,Friday,5,49,3,31,Heavy,2017,3,25,0
2017-12-27,Tuesday,2,71,28,7,Heavy,2017,12,27,0
2017-10-15,Saturday,6,30,1,33,Heavy,2017,10,15,1
2017-10-03,Monday,1,80,12,13,Heavy,2017,10,3,0
2017-07-13,Wednesday,3,99,43,24,Heavy,2017,7,13,0
2017-07-30,Saturday,6,22,44,33,Heavy,2017,7,30,1
2017-08-28,Sunday,7,64,43,15,Heavy,2017,8,28,1
2017-06-25,Saturday,6,58,3,13,Heavy,2017,6,25,1
2017-12-07,Wednesday,3,114,46,35,Heavy,2017,12,7,0
2017-07-27,Wednesday,3,26,5,25,Heavy,2017,7,27,0
2017-03-06,Sunday,7,70,2,28,Heavy,2017,3,6,1
2017-02-13,Sunday,7,19,42,21,Heavy,2017,2,13,1
2017-11-22,Tuesday,2,115,25,12,Heavy,2017,11,22,0
2017-12-04,Sunday,7,60,1,12,Heavy,2017,12,4,1
2017-04-10,Sunday,7,18,46,35,Heavy,2017,4,10,1
2017-07-19,Tuesday,2,30,42,6,Heavy,2017,7,19,0
2017-06-16,Thursday,4,35,2,40,Heavy,2017,6,16,0
2017-03-22,Tuesday,2,18,21,11,Heavy,2017,3,22,0
2017-11-24,Thursday,4,101,8,14,Heavy,2017,11,24,0
2017-01-29,Sunday,7,63,24,25,Heavy,2017,1,29,1
